"slot","variation_id","processed_path","processed_sha256","processed_bytes","raw_evidence_path","selected_source","playable","review_status"
"mobility-flexibility|Wall angel","mobility-flexibility-wall-angel-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-wall-angel-gentle-flow.mp4","cfbaecdb9b92a03a6ba1d61c81ebb5e97c8cc26368ad56720b4b317783a2680e","12513916","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-wall-angel-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Doorway chest stretch","mobility-flexibility-doorway-chest-stretch-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-doorway-chest-stretch-gentle-flow.mp4","89586559ec50bd8bc53902306e64e09b874e5a57c1c3edd2d73e9c574b33c41e","11117800","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-doorway-chest-stretch-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Neck rotation","mobility-flexibility-neck-rotation-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-neck-rotation-gentle-flow.mp4","7b36a00c749e0ed1cb59203d45430c26e10e3984ad436c92dd8cce19ebd37437","13706845","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-neck-rotation-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Half-kneeling hip-flexor stretch","mobility-flexibility-half-kneeling-hip-flexor-stretch-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-half-kneeling-hip-flexor-stretch-gentle-flow.mp4","e6b45e14bc7c6419ef6d0a50c981d5f8b39e3303393f23eebf9bc3936ec89049","17864534","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-half-kneeling-hip-flexor-stretch-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Ninety-ninety hip switch","mobility-flexibility-ninety-ninety-hip-switch-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-ninety-ninety-hip-switch-gentle-flow.mp4","0f92338f009918311491c89ebbd2f21060d73301ecefb0e39edef9c4a8fe86a5","20974880","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-ninety-ninety-hip-switch-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Seated hamstring stretch","mobility-flexibility-seated-hamstring-stretch-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-seated-hamstring-stretch-gentle-flow.mp4","d05b909ad554c700e1dac1a6a5b8616297f250bf94561b7bebadb74a8ce2482d","14652187","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-seated-hamstring-stretch-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Standing quadriceps stretch","mobility-flexibility-standing-quadriceps-stretch-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-standing-quadriceps-stretch-gentle-flow.mp4","ffa5814fce3ea308bbb4339371e2cbcdc2556e65c838df2b00f77af3cd18d154","16270268","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-standing-quadriceps-stretch-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Ankle dorsiflexion rock","mobility-flexibility-ankle-dorsiflexion-rock-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-ankle-dorsiflexion-rock-gentle-flow.mp4","48c0545cf7d868e0107515343ed43696a0983ef7282daef0ad686fc699135498","20789208","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-ankle-dorsiflexion-rock-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Standing calf stretch","mobility-flexibility-standing-calf-stretch-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-standing-calf-stretch-gentle-flow.mp4","8ed6860801485375230550ccaa10f9caa2d9ac9950abeb200207cd78dceb4bd6","17276606","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-standing-calf-stretch-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Supported deep-squat hold","mobility-flexibility-supported-deep-squat-hold-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-supported-deep-squat-hold-gentle-flow.mp4","33b324acbf1fc667e4cda4c3a2f9d89955a84b71831fa6315402d47578e5bba2","17897279","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-supported-deep-squat-hold-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Adductor rock-back","mobility-flexibility-adductor-rock-back-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-adductor-rock-back-gentle-flow.mp4","210f7c8b75b0f5b759490bc69297aa2e034b422109087fdb8d38a15eff7de7c5","25336867","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-adductor-rock-back-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Figure-four hip stretch","mobility-flexibility-figure-four-hip-stretch-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-figure-four-hip-stretch-gentle-flow.mp4","a75427a02e9e798256219b99c91823be5f0bf97fe1f110464b2df54974ab8cff","23705134","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-figure-four-hip-stretch-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Seated spinal rotation","mobility-flexibility-seated-spinal-rotation-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-seated-spinal-rotation-gentle-flow.mp4","34b63de076f88a580309514cdf27925228790b3be75b9c8cf1f7588be3df126c","18582380","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-seated-spinal-rotation-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Wrist mobility circles","mobility-flexibility-wrist-mobility-circles-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-wrist-mobility-circles-gentle-flow.mp4","4d09105972a53372ff90efc1bbcdeeb73efaf90f739752fc71ead1b91371b4f1","16788335","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-wrist-mobility-circles-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Scapular controlled rotation","mobility-flexibility-scapular-controlled-rotation-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-scapular-controlled-rotation-gentle-flow.mp4","2a2774731177e478e0d682f7db23a654940bf77e94203689c8d095d090a49bbb","18878772","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-scapular-controlled-rotation-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Standing hip controlled rotation","mobility-flexibility-standing-hip-controlled-rotation-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-standing-hip-controlled-rotation-gentle-flow.mp4","b1ab953ac21acafc32fcd39662d32017e94d46384246a1fd2d761ea4bd16201f","20119744","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-standing-hip-controlled-rotation-gentle-flow.mp4","processed","False","requires_release_review"
"balance-coordination|Single-leg stance","balance-coordination-single-leg-stance-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-single-leg-stance-supported.mp4","e5c8d80d996ed93f83d45cb75297850e6a5e7b26c32ed9a315ab4e9e7c756e79","19295115","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-single-leg-stance-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Tandem stance","balance-coordination-tandem-stance-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-tandem-stance-supported.mp4","93b029b3f0f046557df067a4d272583f87f8673ccb178110ff3dd1b5aae93adb","20022551","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-tandem-stance-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Heel-to-toe walk","balance-coordination-heel-to-toe-walk-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-heel-to-toe-walk-supported.mp4","edc43e3ce2e3bdd50df8636dec8e96ee046e05c14a64a55d2536f94863618f52","34914467","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-heel-to-toe-walk-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Single-leg forward reach","balance-coordination-single-leg-forward-reach-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-single-leg-forward-reach-supported.mp4","973a81d08cab27cf235d4c46c9375df51b2c27cdb1245cd7e6a561e6eca0f2fb","11202560","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-single-leg-forward-reach-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Clock reach","balance-coordination-clock-reach-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-clock-reach-supported.mp4","6984aac8d75f1a81790e0ec266b97e7926dc2adcdb2f464e4f74a514acaff9f3","19703478","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-clock-reach-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Lateral step and hold","balance-coordination-lateral-step-hold-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-lateral-step-hold-supported.mp4","2ae6718af5d94d201ce0f1a8315a528b2ff61638e6f7834e4512a47651594f09","20992750","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-lateral-step-hold-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Forward step and hold","balance-coordination-forward-step-hold-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-forward-step-hold-supported.mp4","82fc090c5f320c6214dad78747f951ca3e4ef364fa976fdc7fd05cd93fa0ae3d","21677414","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-forward-step-hold-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Reverse step and hold","balance-coordination-reverse-step-hold-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-reverse-step-hold-supported.mp4","067b9ef57cb686af1d160698b18df5be5c910598d8430f068f3c4806050f23d8","17113763","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-reverse-step-hold-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Single-leg calf raise","balance-coordination-single-leg-calf-raise-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-single-leg-calf-raise-supported.mp4","6c4d7abddddd6ef42a57867c98a7c2f852de3122acfd3f94edfb4972e048f4b7","14186116","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-single-leg-calf-raise-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Standing knee-lift hold","balance-coordination-standing-knee-lift-hold-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-standing-knee-lift-hold-supported.mp4","5801832f9e6503355d8e73171d96569ddeaca1d0ce8622f9adbbbc6062e838f4","21612659","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-standing-knee-lift-hold-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Supported tree pose","balance-coordination-supported-tree-pose-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-supported-tree-pose-supported.mp4","641c4f7103ef39a9af168c6330c8187147cf4ff71e8957780cd5e3fce4bafbf3","10528626","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-supported-tree-pose-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Supported warrior-three balance","balance-coordination-supported-warrior-three-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-supported-warrior-three-supported.mp4","7b7e334d100602aec6a2819a70fbc2b3a4fc37011d371f413e44f190ad5ee3e9","13473003","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-supported-warrior-three-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Airplane balance","balance-coordination-airplane-balance-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-airplane-balance-supported.mp4","1fb3645c3e0025d49f81d54edd1f02b5f90b8a104d349f2ef11c4f4ee068a1bd","23928279","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-airplane-balance-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Single-leg hinge reach","balance-coordination-single-leg-hinge-reach-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-single-leg-hinge-reach-supported.mp4","fdee49f2e9918a0f31cfdd6ca9a376b996d8f52a227c4a7f6c279ded656b5c80","23556410","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-single-leg-hinge-reach-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Low step-over drill","balance-coordination-low-step-over-drill-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-low-step-over-drill-supported.mp4","1a611916d701fcc44abd358ead4b7c08c68bfe538995b7f593a0595be5ab331f","17962308","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-low-step-over-drill-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Backward line walk","balance-coordination-backward-line-walk-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-backward-line-walk-supported.mp4","f98f77add88dfeb3d3942de026e723968ad086a85c18e99e4340874e3d9b23b1","27904155","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-backward-line-walk-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Toe walk","balance-coordination-toe-walk-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-toe-walk-supported.mp4","35c4e928dac7fa4852ed9940b157f3dc5c84c4f6c6b4bbf21f387e3ea34bfe02","24719396","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-toe-walk-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Heel walk","balance-coordination-heel-walk-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-heel-walk-supported.mp4","9411f3afcaca39b746a9e42c4977f1014414743c067a370dda615df28dfa0c11","15766946","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-heel-walk-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Side-leg raise hold","balance-coordination-side-leg-raise-hold-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-side-leg-raise-hold-supported.mp4","a507a3e578915e9e1512d6c769dad673cc04bf6921103ddb8b45371a88a02a4a","10168237","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-side-leg-raise-hold-supported.mp4","processed","False","requires_release_review"
"balance-coordination|Alternating balance march","balance-coordination-alternating-balance-march-supported","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\balance-coordination-alternating-balance-march-supported.mp4","a244fc1fda21117e9f6db97b07458d7e9dea0c5cb0bb1dda4f61fbfbe61f47df","11184134","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\balance-coordination-alternating-balance-march-supported.mp4","processed","False","requires_release_review"
"recovery-beginner|Diaphragmatic breathing","recovery-beginner-diaphragmatic-breathing-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-diaphragmatic-breathing-gentle.mp4","6d0c08764b9767adc83a406d9e8abab8355a1c88abf40f743c35b563e9919603","17320998","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-diaphragmatic-breathing-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Box breathing","recovery-beginner-box-breathing-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-box-breathing-gentle.mp4","fa0fb327cd16649aea2538113cc8b28e2a6e692696ee718abadca42720d60de1","22265233","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-box-breathing-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Four-six breathing","recovery-beginner-four-six-breathing-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-four-six-breathing-gentle.mp4","eb92b09e68b885d2372586189c8997d8af05381175a27cca25dba0a5403b95f9","24992629","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-four-six-breathing-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Supine relaxed breathing","recovery-beginner-supine-relaxed-breathing-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-supine-relaxed-breathing-gentle.mp4","40eab489560f7197379143b27228b486a69e14575cd8402dfa9086df1211807f","28631954","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-supine-relaxed-breathing-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Legs-up-wall breathing","recovery-beginner-legs-up-wall-breathing-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-legs-up-wall-breathing-gentle.mp4","7d0f41f9696e03409c4574a7e008a757fb6fea8ce54cb4cc20c2df22b76cf632","14343732","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-legs-up-wall-breathing-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Gentle neck side tilt","recovery-beginner-gentle-neck-side-tilt-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-gentle-neck-side-tilt-gentle.mp4","e49c7c81cc45f98b8d2bcf1a3c791ccb6bf23cf5ebcd3f3965754507fefbc628","22504557","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-gentle-neck-side-tilt-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Shoulder shrug release","recovery-beginner-shoulder-shrug-release-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-shoulder-shrug-release-gentle.mp4","2b81af2d8de34b83ed15db45bc0aa7a30b618183cb67941a70074018e5457bee","23020579","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-shoulder-shrug-release-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Wrist flexor stretch","recovery-beginner-wrist-flexor-stretch-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-wrist-flexor-stretch-gentle.mp4","7dd527ce634c0cb626afd764ab50f54505cf7809716b873e3800524bef9cc3f0","19604697","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-wrist-flexor-stretch-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Wrist extensor stretch","recovery-beginner-wrist-extensor-stretch-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-wrist-extensor-stretch-gentle.mp4","f4a3e848f5a3ba6ff954dabcbb3d517f80852b4c2f3c7b03a588a761ffff8a73","21681292","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-wrist-extensor-stretch-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Seated side bend","recovery-beginner-seated-side-bend-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-seated-side-bend-gentle.mp4","84d54dab68d5fac8a151e838c2e1189570c03f0bf5c579e2746395a807097ae9","20811580","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-seated-side-bend-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Seated thoracic rotation","recovery-beginner-seated-thoracic-rotation-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-seated-thoracic-rotation-gentle.mp4","30f88002649d4042abe26412a8f91e86953a2289f468f9bfdf23818541513e0e","20953346","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-seated-thoracic-rotation-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Supine knee-to-chest","recovery-beginner-supine-knee-to-chest-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-supine-knee-to-chest-gentle.mp4","16425e10da6bd18264dbcf53890cfdd6c3534b7fe2033302d5a6346689455bca","22914140","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-supine-knee-to-chest-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Supine hamstring stretch","recovery-beginner-supine-hamstring-stretch-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-supine-hamstring-stretch-gentle.mp4","111e9f20060eb9dd5037dd74f20f40cdc49a3ddfefec79d2311260dda2899036","28922833","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-supine-hamstring-stretch-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Reclined figure-four stretch","recovery-beginner-reclined-figure-four-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-reclined-figure-four-gentle.mp4","cc2a3fd4bd580dc3a1dafe4fd9d279d3b51f48c717d6c495c8c7f079ce168655","17174137","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-reclined-figure-four-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Supine pelvic tilt","recovery-beginner-supine-pelvic-tilt-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-supine-pelvic-tilt-gentle.mp4","1d7ef75009f9fd408b1cf54bf44117aa95b04118262ced7f42ecebebc86d3f8e","21909575","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-supine-pelvic-tilt-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Lower-trunk rotation","recovery-beginner-lower-trunk-rotation-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-lower-trunk-rotation-gentle.mp4","09b750df9ba54205f28711137d63c70321b417d76de768d15e0731cbf714f26c","23971165","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-lower-trunk-rotation-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Ankle circles","recovery-beginner-ankle-circles-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-ankle-circles-gentle.mp4","4fa276c93ac6173ebab08e97bb69c3b233e329bc1e16ecb750644e239b161d17","23578825","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-ankle-circles-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Seated calf pump","recovery-beginner-seated-calf-pump-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-seated-calf-pump-gentle.mp4","75ba43223430bd7685443b6f94ec306f61cb56beec155d5535b9f4561bd82e42","23377321","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-seated-calf-pump-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Supported child's pose","recovery-beginner-supported-childs-pose-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-supported-childs-pose-gentle.mp4","6e3a90b5aca3f21f7ff89f9aaae433e88bea4af225d4c5f6117d1c88475fd785","14461217","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-supported-childs-pose-gentle.mp4","processed","False","requires_release_review"
"recovery-beginner|Supported standing reach","recovery-beginner-supported-standing-reach-gentle","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\recovery-beginner-supported-standing-reach-gentle.mp4","b83269300f2644d95b95a26e52293bdc995e60c32ec40608fea2f8093ee076d3","25262390","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\recovery-beginner-supported-standing-reach-gentle.mp4","processed","False","requires_release_review"
