"slot","variation_id","processed_path","processed_sha256","processed_bytes","raw_evidence_path","selected_source","playable","review_status"
"cardio-low-impact|Standing mountain climber","cardio-low-impact-standing-mountain-climber-steady","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-low-impact-standing-mountain-climber-steady.mp4","633bdcfd4d29be3a6d690e71fd1530a157ec53ece8649316e004b5ae98821f3d","29972678","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-low-impact-standing-mountain-climber-steady.mp4","processed","False","requires_release_review"
"cardio-low-impact|Low-impact burpee","cardio-low-impact-low-impact-burpee-steady","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-low-impact-low-impact-burpee-steady.mp4","ee143f8b9395669dce604d28db56af74b6ee2c9051b1ea8048ccbb1bab4b4f50","27351336","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-low-impact-low-impact-burpee-steady.mp4","processed","False","requires_release_review"
"cardio-low-impact|Stair march","cardio-low-impact-stair-march-steady","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-low-impact-stair-march-steady.mp4","1e469297c5b2aebaa56aeaca14b8dd25da04d8e2ba18eaa6d715f4a9cd9b8376","22171907","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-low-impact-stair-march-steady.mp4","processed","False","requires_release_review"
"cardio-low-impact|Standing walkout","cardio-low-impact-standing-walkout-steady","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-low-impact-standing-walkout-steady.mp4","fed2e8689ed5ed96965dbe3e1cbbd2e47815bfe63c773bf146449e44b14de649","16781080","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-low-impact-standing-walkout-steady.mp4","processed","False","requires_release_review"
"cardio-low-impact|Low-impact shadow boxing","cardio-low-impact-low-impact-shadow-boxing-steady","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-low-impact-low-impact-shadow-boxing-steady.mp4","e544fcfe45427ec1f49ff578d5b4da8b03bc4695aaba278e1f089c230ec4296d","28603523","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-low-impact-low-impact-shadow-boxing-steady.mp4","processed","False","requires_release_review"
"cardio-low-impact|Side-to-side dance step","cardio-low-impact-side-dance-step-steady","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-low-impact-side-dance-step-steady.mp4","e31833c3ffd4bb8e5cffda957fca734736a8d834b4d8a8657a0aa83494a9ae40","24421993","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-low-impact-side-dance-step-steady.mp4","processed","False","requires_release_review"
"cardio-conditioning|Jumping jack","cardio-conditioning-jumping-jack-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-jumping-jack-technique.mp4","efb19c69f9dbeb4f9a4148e8278412465ade474719e109ad5556b798cccdb3c9","24504254","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-jumping-jack-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|High knees","cardio-conditioning-high-knees-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-high-knees-technique.mp4","b71a97c3a2ed471c9da0bc67302137f5c3b7e8adc8a4c55b39cf7b9c1e61d74e","24266212","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-high-knees-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Butt kicks","cardio-conditioning-butt-kicks-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-butt-kicks-technique.mp4","ed29988d9085b2d36a7266ee7f1f1b9e0a82e9749f20733dcb5f5d00d6047fa5","27169946","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-butt-kicks-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Skater jump","cardio-conditioning-skater-jump-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-skater-jump-technique.mp4","d7d86e23b02efabce0ea59e306d840bd2cbb386190847684bc1757b51e088741","21713555","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-skater-jump-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Mountain climber","cardio-conditioning-mountain-climber-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-mountain-climber-technique.mp4","908e6c03f780db79db1663c07354dffdaa8e090462f60fa7eaa6b782b8cf3bdf","13030425","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-mountain-climber-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Squat thrust","cardio-conditioning-squat-thrust-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-squat-thrust-technique.mp4","3b8486b09c8dcb99a212648df487023113886dc0688a7584ef276c8e56f20bb9","12700170","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-squat-thrust-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Burpee","cardio-conditioning-burpee-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-burpee-technique.mp4","9680db65337659ff5b2e5d9e001cde6b7c5536dbac5247bc2d76e2fc8df1d49c","27752391","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-burpee-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Lateral shuffle","cardio-conditioning-lateral-shuffle-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-lateral-shuffle-technique.mp4","f830f2da7f02b40ed8b7373c3dc3bc1c04928211d7f04a2ae6493a10f44c8624","19656489","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-lateral-shuffle-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Short shuttle run","cardio-conditioning-short-shuttle-run-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-short-shuttle-run-technique.mp4","faa3502b46e023f99504c5ed34b9189fe1f0ec44dba0124bc3f95bbca744b24b","32216360","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-short-shuttle-run-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Jump rope","cardio-conditioning-jump-rope-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-jump-rope-technique.mp4","97df97cdf87cb4564c009cc779215b6964d1455af31980fc56a6d8407cd8165d","26154109","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-jump-rope-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Speed skater","cardio-conditioning-speed-skater-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-speed-skater-technique.mp4","f5b877b016eeef9eb893626206202069270c2f6f8aaeac90ad3fa1f7662d162f","32402257","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-speed-skater-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Power knee drive","cardio-conditioning-power-knee-drive-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-power-knee-drive-technique.mp4","fd1b8b8fe64477a67af7da5ae3e814a9e4f4a38755ccb694fed8b1b216693442","20397381","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-power-knee-drive-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Split jack","cardio-conditioning-split-jack-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-split-jack-technique.mp4","97fdb12249150294803ebf530dddc59396695dbee476c0d25bde39e9623f644d","34849386","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-split-jack-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Seal jack","cardio-conditioning-seal-jack-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-seal-jack-technique.mp4","cb7e2f7a41982b049e4fd88eb0e3582817c02e4527348d6578152d2a6ebe7772","27190542","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-seal-jack-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Lateral line hop","cardio-conditioning-lateral-line-hop-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-lateral-line-hop-technique.mp4","a3b020c9eb51b1f94f0ce4e079112a2b6c46d6e998fda9559ded8e357c5e2797","20053420","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-lateral-line-hop-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Forward-back line hop","cardio-conditioning-forward-back-line-hop-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-forward-back-line-hop-technique.mp4","4f3e468e98be148de7856d727a37829aeac07aa46896a554117564ef2628c85e","26335588","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-forward-back-line-hop-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Plank jack","cardio-conditioning-plank-jack-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-plank-jack-technique.mp4","01eb0f83988e4555c2e48237cca5ecd2cb29cefb2c4b3c8e6f8fe6e05cb06b7d","15736834","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-plank-jack-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Squat jump","cardio-conditioning-squat-jump-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-squat-jump-technique.mp4","f435009f253e90395a7f186374c4ddfd9d85503949d1468e1a35aa7cb363f8ef","18911950","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-squat-jump-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Tuck jump","cardio-conditioning-tuck-jump-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-tuck-jump-technique.mp4","757388878b6476ced4d3dd02d0c916b2888b4923f9fad2645f2f435e53c3915f","22416650","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-tuck-jump-technique.mp4","processed","False","requires_release_review"
"cardio-conditioning|Fast feet","cardio-conditioning-fast-feet-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\cardio-conditioning-fast-feet-technique.mp4","9b84191f35bd2474607514f24930a0e4e32ce921afdb0d27b09028a1d230018e","18730923","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\cardio-conditioning-fast-feet-technique.mp4","processed","False","requires_release_review"
"home-bodyweight|Air squat","home-bodyweight-air-squat-standard","G:\BIL_Workout_Media\bulk_1000\processed\home-bodyweight-air-squat-standard.mp4","50877b1962a698e2fda0ffc4f0621230032a12bf6f4501df0700213278a4a4cc","8509428","G:\BIL_Workout_Media\bulk_1000\raw\home-bodyweight-air-squat-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Wall push-up","home-bodyweight-wall-push-up-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-wall-push-up-standard.mp4","7f248b7094170351eaa97d1978865e95dc5c74f240885bb3c0b843bcbd42c88a","24459750","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-wall-push-up-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Counter incline push-up","home-bodyweight-counter-incline-push-up-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-counter-incline-push-up-standard.mp4","2e314851eef9f01bf8212e9ef875320c7e061158bd6cc1812a96935a54228118","18536601","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-counter-incline-push-up-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Knee push-up","home-bodyweight-knee-push-up-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-knee-push-up-standard.mp4","911acaa649c3e2ad3e130d7a36a3cf64c1d0cbc0a15fd9a5dbbc92e1c90a83c1","24539668","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-knee-push-up-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Standard push-up","home-bodyweight-standard-push-up-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-standard-push-up-standard.mp4","8e5f0c53815c32bf7bf8d3eb03d447cb55e35ee43488d6072d3b42009ea3f40c","14263169","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-standard-push-up-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Glute bridge","home-bodyweight-glute-bridge-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-glute-bridge-standard.mp4","c1d06bb4926c300d706bc6fad3e4d10370ace92574d3f4519d60553d83d5a769","16970666","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-glute-bridge-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Reverse lunge","home-bodyweight-reverse-lunge-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-reverse-lunge-standard.mp4","a68c00eee6bf5b201d72505e612fbcd218e2b8d49aa90421b0d0a4661a4aed66","27903233","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-reverse-lunge-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Chair squat","home-bodyweight-chair-squat-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-chair-squat-standard.mp4","da3fa2cf313f11250803feac1e4a083638041103c7ca50c0b33f39c416396a96","28579285","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-chair-squat-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Stair step-up","home-bodyweight-stair-step-up-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-stair-step-up-standard.mp4","e9b83f03e0e26cff44aa6ac7d4d3b543125047aae886d9fee960d6cdca9300e9","22881872","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-stair-step-up-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Bench triceps dip","home-bodyweight-bench-triceps-dip-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-bench-triceps-dip-standard.mp4","43c603dd80f5aa970a269be3f8253836e4b9507724648bb9f627d10e6b501e0a","27354992","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-bench-triceps-dip-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Bird dog","home-bodyweight-bird-dog-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-bird-dog-standard.mp4","6c7d5342edf197c56e11da3d501ce9c7192b641660e7f3d8530e8a1c0295f96e","27272287","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-bird-dog-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Dead bug","home-bodyweight-dead-bug-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-dead-bug-standard.mp4","2b81b288187af6e874b3c0b6dbae6dadb1122dd8240795410a4c6515b49e97fc","26219248","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-dead-bug-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Forearm plank","home-bodyweight-forearm-plank-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-forearm-plank-standard.mp4","610ca703b0e6121027f48b597d5542de221919e1f94cc119718d4061abf437b5","15357357","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-forearm-plank-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Side plank from knees","home-bodyweight-side-plank-knees-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-side-plank-knees-standard.mp4","4476c3519cf47c0ca70ca59d4a8d84b222259a7979e5b17782757799a0e92a9b","25627737","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-side-plank-knees-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Standing calf raise","home-bodyweight-standing-calf-raise-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-standing-calf-raise-standard.mp4","923bc641192d4a7d765b020b68df93099ea3b7c56b4bb272cad0164c84e5c4d7","24740965","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-standing-calf-raise-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Prone back extension","home-bodyweight-prone-back-extension-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-prone-back-extension-standard.mp4","d090afe8d5c14cf13e13a2405989fe3c8cec99364728c1737d3e88ac026294b3","24771983","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-prone-back-extension-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Prone Y raise","home-bodyweight-prone-y-raise-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-prone-y-raise-standard.mp4","c2b14d417f9fb6082b77d9c82bc13ed2894b5058937ed9dba2c98ff0fc723bb6","27853937","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-prone-y-raise-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Wall sit","home-bodyweight-wall-sit-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-wall-sit-standard.mp4","28fd7b9ef1d7b7a26151d56166078187ce9bccf12652c0f0552340c2ae755d4a","24445090","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-wall-sit-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Standing good morning","home-bodyweight-standing-good-morning-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-standing-good-morning-standard.mp4","127430d35edba47d7ac216ffea544b428853e0e9b5a1675345fcb701dc2b17f7","26269560","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-standing-good-morning-standard.mp4","processed","False","requires_release_review"
"home-bodyweight|Bodyweight hip hinge","home-bodyweight-bodyweight-hip-hinge-standard","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\home-bodyweight-bodyweight-hip-hinge-standard.mp4","645a8af0beb71b6342bd347063816a954adbbbed4e81d0f83e33b6042bc56047","24115044","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\home-bodyweight-bodyweight-hip-hinge-standard.mp4","processed","False","requires_release_review"
"core-stability|Dead bug","core-stability-dead-bug-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-dead-bug-technique.mp4","a6f3c4fbf26a081c67ce1639e92a50a79e86d65c367b00522723708658dde2d8","13895243","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-dead-bug-technique.mp4","processed","False","requires_release_review"
"core-stability|Bird dog","core-stability-bird-dog-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-bird-dog-technique.mp4","0d9c8d796608e073e994863e7ad25a2cf56ebfeab45e71fa4a6b8522f12eef79","22809525","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-bird-dog-technique.mp4","processed","False","requires_release_review"
"core-stability|Forearm plank","core-stability-forearm-plank-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-forearm-plank-technique.mp4","20e0e4c5d2465e88c4f85a4a43ee811b30ec6bcb4a27856dbdfdf56675789e26","18138361","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-forearm-plank-technique.mp4","processed","False","requires_release_review"
"core-stability|High plank","core-stability-high-plank-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-high-plank-technique.mp4","dd7c2d7594e3ff041750b7b714720731826fed3471985c2ec972da1c615ba71a","22628490","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-high-plank-technique.mp4","processed","False","requires_release_review"
"core-stability|Side plank","core-stability-side-plank-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-side-plank-technique.mp4","4308490c5db9fcfe91cd9ec81324377858a41c80afcbe12b1d68b3293832d62a","16754333","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-side-plank-technique.mp4","processed","False","requires_release_review"
"core-stability|Side plank from knees","core-stability-side-plank-knees-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-side-plank-knees-technique.mp4","b3839cdbf84f09ee9314d98412237d6fc54639c15873dc207d5da9302ce54e6b","23417605","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-side-plank-knees-technique.mp4","processed","False","requires_release_review"
"core-stability|Glute bridge march","core-stability-glute-bridge-march-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-glute-bridge-march-technique.mp4","c7076ecbe5674ed50aa4f17ee6daaec0ced695ab889ef3eab59ff453f923267d","25580070","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-glute-bridge-march-technique.mp4","processed","False","requires_release_review"
"core-stability|Supine heel tap","core-stability-supine-heel-tap-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-supine-heel-tap-technique.mp4","2fdef20e682151625559dfce7d0c611ce9ca6582b78172f111471d325bca65cc","22054950","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-supine-heel-tap-technique.mp4","processed","False","requires_release_review"
"core-stability|Tabletop toe tap","core-stability-tabletop-toe-tap-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-tabletop-toe-tap-technique.mp4","3ca54ed7a756d34e235e4893018bf4849875744b5cab1c9553f8a581e04d4302","20119083","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-tabletop-toe-tap-technique.mp4","processed","False","requires_release_review"
"core-stability|Bent-knee leg lower","core-stability-bent-knee-leg-lower-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-bent-knee-leg-lower-technique.mp4","23f460f18e7d353c467e0014114796da7ba240c6c3ee0739753fadbe9d37bf7a","20078540","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-bent-knee-leg-lower-technique.mp4","processed","False","requires_release_review"
"core-stability|Reverse crunch","core-stability-reverse-crunch-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-reverse-crunch-technique.mp4","8bb48e83182502ff2cb5e896b6d8e57fcb5e85b7657fd0553c41097fe9865ec1","15716149","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-reverse-crunch-technique.mp4","processed","False","requires_release_review"
"core-stability|Modified curl-up","core-stability-modified-curl-up-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-modified-curl-up-technique.mp4","06d53e69e63bd01fb5f32790b65ecbf4c9f1789b038a9a3aebc12943e087cd3a","18005651","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-modified-curl-up-technique.mp4","processed","False","requires_release_review"
"core-stability|Bicycle crunch","core-stability-bicycle-crunch-technique",,,,,"none","False","missing_processed"
"core-stability|Slow mountain climber","core-stability-slow-mountain-climber-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-slow-mountain-climber-technique.mp4","f50b3401d6726018235b2b478b2a1ef23f39b52c2d1b8fc818242765e4bf226f","19458724","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-slow-mountain-climber-technique.mp4","processed","False","requires_release_review"
"core-stability|Standing Pallof press","core-stability-standing-pallof-press-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-standing-pallof-press-technique.mp4","d92f6a937d053f832161b3ba577c0f40e41234e7ec9b6a44dde79fe661c61f14","20091196","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-standing-pallof-press-technique.mp4","processed","False","requires_release_review"
"core-stability|Half-kneeling Pallof press","core-stability-half-kneeling-pallof-press-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-half-kneeling-pallof-press-technique.mp4","67125187c3fb1e0dca16adad220a548d4dbf4f836be8cd6abcfa228fe83f6126","22443995","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-half-kneeling-pallof-press-technique.mp4","processed","False","requires_release_review"
"core-stability|Suitcase carry march","core-stability-suitcase-carry-march-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-suitcase-carry-march-technique.mp4","294f8b183b2ceac4cdd9d180468da8d92f5a00934a83e8916b830232408800d7","22602487","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-suitcase-carry-march-technique.mp4","processed","False","requires_release_review"
"core-stability|Bear plank shoulder tap","core-stability-bear-plank-shoulder-tap-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-bear-plank-shoulder-tap-technique.mp4","5eeb1e59c10ddfb90759eaccc10600e2b2747f179f49cab4303dad0871716bd3","19815239","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-bear-plank-shoulder-tap-technique.mp4","processed","False","requires_release_review"
"core-stability|Hollow-body tuck hold","core-stability-hollow-tuck-hold-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-hollow-tuck-hold-technique.mp4","e54ac7df8c2c631fd6401c5c12b37c81fd3e2692d5ea3525c8e8d4f906832812","18626881","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-hollow-tuck-hold-technique.mp4","processed","False","requires_release_review"
"core-stability|Quadruped knee hover","core-stability-quadruped-knee-hover-technique","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\core-stability-quadruped-knee-hover-technique.mp4","7422b0fbd29d3a1df3fc53ea39caf97b5ad8876fff49ddbd616f84a6c7696c0c","22882156","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\core-stability-quadruped-knee-hover-technique.mp4","processed","False","requires_release_review"
"mobility-flexibility|Cat-cow","mobility-flexibility-cat-cow-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-cat-cow-gentle-flow.mp4","0b92660416105281f91c516e0a67622f9d58cea1268a7a30c5208baf437210cd","23733751","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-cat-cow-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Quadruped thoracic rotation","mobility-flexibility-quadruped-thoracic-rotation-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-quadruped-thoracic-rotation-gentle-flow.mp4","3d31857ee1f001109334e4b153006766e04814600a8c74d40c17ef2648ac4447","24927859","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-quadruped-thoracic-rotation-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Side-lying open book","mobility-flexibility-side-lying-open-book-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-side-lying-open-book-gentle-flow.mp4","d8400d7abea4c8169ec72c97c88577e90ccc32b6a5e59af56caa88273293c65e","17236276","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-side-lying-open-book-gentle-flow.mp4","processed","False","requires_release_review"
"mobility-flexibility|Shoulder circles","mobility-flexibility-shoulder-circles-gentle-flow","G:\BIL_Workout_Media\bulk_1000_female_10s\processed\mobility-flexibility-shoulder-circles-gentle-flow.mp4","dd90effb4488bda15c93d9b34a80d68dc44a5a5917366484270a03083198fb07","12734495","G:\BIL_Workout_Media\bulk_1000_female_10s\raw\mobility-flexibility-shoulder-circles-gentle-flow.mp4","processed","False","requires_release_review"
